Composition: 65% KNO3 / 35% sugar | r=6.29 mol | K2CO3 yield = 44.4 wt% | dTad = 1300 K | Tad = 1598 K
step   time[s]  Tmax[K]  Tvent[K]  K2CO3[kg]  Uvent[m/s]  meanYfu  SMAX
 1267    1.267   1514.9    788.0  6.017e-04  2.918e-01  0.1300  2.24e-07
 1268    1.268   1513.5    787.8  6.020e-04  2.882e-01  0.1296  2.37e-07
 1269    1.269   1512.5    787.5  6.023e-04  2.848e-01  0.1292  2.50e-07
 1270    1.270   1511.8    787.3  6.027e-04  2.818e-01  0.1289  2.57e-07
 1271    1.271   1511.0    787.0  6.031e-04  2.795e-01  0.1284  2.52e-07
 1272    1.272   1510.2    786.8  6.035e-04  2.783e-01  0.1280  2.32e-07
 1273    1.273   1509.5    786.5  6.040e-04  2.780e-01  0.1274  1.90e-07
 1274    1.274   1508.7    786.2  6.046e-04  2.786e-01  0.1268  1.41e-07
 1275    1.275   1508.0    786.0  6.053e-04  2.808e-01  0.1261  8.60e-08
 1276    1.276   1507.3    785.7  6.061e-04  2.845e-01  0.1253  9.54e-09
 1277    1.277   1506.7    785.5  6.072e-04  2.903e-01  0.1242  7.88e-08
 1278    1.278   1506.3    785.2  6.082e-04  2.953e-01  0.1231  1.89e-07
 1279    1.279   1507.2    785.0  6.091e-04  2.996e-01  0.1221  2.48e-07
 1280    1.280   1508.4    784.7  6.099e-04  3.031e-01  0.1212  2.72e-07
 1281    1.281   1517.0    784.5  6.107e-04  3.060e-01  0.1203  2.68e-07
 1282    1.282   1530.8    784.2  6.114e-04  3.082e-01  0.1194  2.53e-07
 1283    1.283   1537.4    783.9  6.121e-04  3.105e-01  0.1186  2.27e-07
 1284    1.284   1539.5    783.7  6.127e-04  3.126e-01  0.1178  2.11e-07
 1285    1.285   1538.8    783.4  6.133e-04  3.145e-01  0.1170  1.94e-07
 1286    1.286   1537.8    783.2  6.140e-04  3.172e-01  0.1162  1.78e-07
 1287    1.287   1536.7    782.9  6.147e-04  3.192e-01  0.1153  1.84e-07
 1288    1.288   1535.8    782.7  6.153e-04  3.213e-01  0.1145  1.74e-07
 1289    1.289   1535.8    782.4  6.159e-04  3.222e-01  0.1138  1.70e-07
 1290    1.290   1535.5    782.2  6.164e-04  3.226e-01  0.1131  1.37e-07
 1291    1.291   1534.9    781.9  6.169e-04  3.228e-01  0.1124  1.03e-07
 1292    1.292   1534.1    781.7  6.174e-04  3.226e-01  0.1117  7.52e-08
 1293    1.293   1533.1    781.4  6.178e-04  3.216e-01  0.1111  4.53e-08
 1294    1.294   1531.9    781.2  6.182e-04  3.198e-01  0.1106  6.27e-09
 1295    1.295   1530.7    780.9  6.186e-04  3.180e-01  0.1101  3.83e-08
 1296    1.296   1529.4    780.7  6.190e-04  3.164e-01  0.1095  7.19e-08
 1297    1.297   1528.0    780.4  6.194e-04  3.141e-01  0.1090  8.79e-08
 1298    1.298   1526.6    780.2  6.198e-04  3.117e-01  0.1084  1.17e-07
 1299    1.299   1525.1    779.9  6.201e-04  3.083e-01  0.1080  1.39e-07
 1300    1.300   1523.7    779.7  6.204e-04  3.045e-01  0.1076  1.78e-07
 1301    1.301   1522.2    779.4  6.207e-04  3.010e-01  0.1072  2.13e-07
 1302    1.302   1520.6    779.2  6.210e-04  2.979e-01  0.1068  2.34e-07
 1303    1.303   1519.1    778.9  6.214e-04  2.952e-01  0.1063  2.35e-07
 1304    1.304   1517.6    778.7  6.218e-04  2.925e-01  0.1058  2.29e-07
 1305    1.305   1516.2    778.4  6.222e-04  2.897e-01  0.1053  2.26e-07
 1306    1.306   1514.7    778.2  6.226e-04  2.863e-01  0.1049  2.24e-07
 1307    1.307   1513.3    777.9  6.229e-04  2.827e-01  0.1045  2.37e-07
 1308    1.308   1512.4    777.7  6.232e-04  2.794e-01  0.1042  2.49e-07
 1309    1.309   1511.6    777.4  6.235e-04  2.765e-01  0.1038  2.54e-07
 1310    1.310   1510.8    777.2  6.239e-04  2.744e-01  0.1034  2.47e-07
 1311    1.311   1510.1    776.9  6.244e-04  2.734e-01  0.1029  2.24e-07
 1312    1.312   1509.3    776.7  6.250e-04  2.732e-01  0.1023  1.79e-07
 1313    1.313   1508.6    776.4  6.256e-04  2.740e-01  0.1017  1.32e-07
 1314    1.314   1507.8    776.2  6.263e-04  2.760e-01  0.1010  7.55e-08
 1315    1.315   1507.1    775.9  6.271e-04  2.797e-01  0.1001  7.10e-09
 1316    1.316   1506.5    775.7  6.281e-04  2.854e-01  0.0991  7.97e-08
 1317    1.317   1506.2    775.5  6.291e-04  2.904e-01  0.0980  1.88e-07
 1318    1.318   1507.2    775.2  6.300e-04  2.947e-01  0.0970  2.45e-07
 1319    1.319   1508.4    775.0  6.309e-04  2.981e-01  0.0960  2.70e-07
 1320    1.320   1517.6    774.7  6.316e-04  3.010e-01  0.0951  2.65e-07
 1321    1.321   1531.1    774.5  6.323e-04  3.032e-01  0.0943  2.52e-07
 1322    1.322   1537.5    774.2  6.330e-04  3.056e-01  0.0935  2.25e-07
 1323    1.323   1539.5    774.0  6.337e-04  3.078e-01  0.0927  2.10e-07
 1324    1.324   1538.8    773.7  6.343e-04  3.098e-01  0.0919  1.97e-07
 1325    1.325   1537.8    773.5  6.350e-04  3.125e-01  0.0910  1.82e-07
 1326    1.326   1536.7    773.2  6.357e-04  3.146e-01  0.0902  1.87e-07
 1327    1.327   1535.8    773.0  6.364e-04  3.167e-01  0.0894  1.78e-07
 1328    1.328   1535.8    772.8  6.369e-04  3.174e-01  0.0886  1.72e-07
 1329    1.329   1535.5    772.5  6.374e-04  3.177e-01  0.0880  1.32e-07
 1330    1.330   1534.9    772.3  6.379e-04  3.179e-01  0.0873  9.91e-08
 1331    1.331   1534.0    772.0  6.384e-04  3.177e-01  0.0866  7.06e-08
 1332    1.332   1533.0    771.8  6.388e-04  3.165e-01  0.0860  4.32e-08
 1333    1.333   1531.8    771.6  6.392e-04  3.146e-01  0.0855  2.52e-09
 1334    1.334   1530.6    771.3  6.396e-04  3.128e-01  0.0850  4.37e-08
 1335    1.335   1529.3    771.1  6.400e-04  3.111e-01  0.0844  7.48e-08
 1336    1.336   1527.9    770.8  6.404e-04  3.088e-01  0.0839  9.24e-08
 1337    1.337   1526.5    770.6  6.408e-04  3.062e-01  0.0834  1.18e-07
 1338    1.338   1525.0    770.4  6.411e-04  3.027e-01  0.0829  1.45e-07
 1339    1.339   1523.5    770.1  6.414e-04  2.991e-01  0.0825  1.83e-07
 1340    1.340   1522.0    769.9  6.417e-04  2.956e-01  0.0821  2.14e-07
 1341    1.341   1520.5    769.6  6.420e-04  2.927e-01  0.0817  2.32e-07
 1342    1.342   1519.0    769.4  6.424e-04  2.900e-01  0.0812  2.30e-07
 1343    1.343   1517.5    769.2  6.428e-04  2.874e-01  0.0807  2.24e-07
 1344    1.344   1516.0    768.9  6.432e-04  2.844e-01  0.0802  2.19e-07
 1345    1.345   1514.6    768.7  6.436e-04  2.810e-01  0.0798  2.23e-07
 1346    1.346   1513.2    768.4  6.439e-04  2.775e-01  0.0795  2.36e-07
 1347    1.347   1512.2    768.2  6.442e-04  2.742e-01  0.0791  2.47e-07
 1348    1.348   1511.5    768.0  6.445e-04  2.714e-01  0.0787  2.50e-07
 1349    1.349   1510.7    767.7  6.449e-04  2.694e-01  0.0783  2.41e-07
 1350    1.350   1509.9    767.5  6.455e-04  2.687e-01  0.0778  2.16e-07
 1351    1.351   1509.2    767.2  6.460e-04  2.685e-01  0.0772  1.68e-07
 1352    1.352   1508.4    767.0  6.466e-04  2.695e-01  0.0766  1.23e-07
 1353    1.353   1507.7    766.8  6.473e-04  2.713e-01  0.0759  6.53e-08
 1354    1.354   1507.0    766.5  6.481e-04  2.750e-01  0.0750  4.84e-09
 1355    1.355   1506.4    766.3  6.491e-04  2.807e-01  0.0740  8.13e-08
 1356    1.356   1506.1    766.1  6.501e-04  2.857e-01  0.0729  1.87e-07
 1357    1.357   1507.1    765.8  6.511e-04  2.899e-01  0.0719  2.43e-07
 1358    1.358   1508.5    765.6  6.519e-04  2.933e-01  0.0709  2.66e-07
 1359    1.359   1518.2    765.3  6.527e-04  2.963e-01  0.0700  2.63e-07
 1360    1.360   1531.4    765.1  6.534e-04  2.984e-01  0.0692  2.50e-07
 1361    1.361   1537.7    764.9  6.541e-04  3.008e-01  0.0684  2.23e-07
 1362    1.362   1539.5    764.6  6.548e-04  3.031e-01  0.0675  2.08e-07
 1363    1.363   1538.7    764.4  6.554e-04  3.052e-01  0.0667  1.97e-07
 1364    1.364   1537.7    764.2  6.561e-04  3.079e-01  0.0659  1.84e-07
 1365    1.365   1536.7    763.9  6.568e-04  3.101e-01  0.0650  1.88e-07
 1366    1.366   1535.8    763.7  6.575e-04  3.119e-01  0.0642  1.81e-07
 1367    1.367   1535.8    763.5  6.580e-04  3.124e-01  0.0635  1.66e-07
 1368    1.368   1535.4    763.2  6.585e-04  3.128e-01  0.0628  1.25e-07
 1369    1.369   1534.8    763.0  6.590e-04  3.128e-01  0.0622  9.37e-08
 1370    1.370   1533.9    762.8  6.595e-04  3.126e-01  0.0615  6.54e-08
 1371    1.371   1532.9    762.5  6.599e-04  3.112e-01  0.0609  4.01e-08
 1372    1.372   1531.7    762.3  6.603e-04  3.093e-01  0.0604  5.78e-09
 1373    1.373   1530.5    762.1  6.607e-04  3.075e-01  0.0599  4.95e-08
 1374    1.374   1529.2    761.8  6.611e-04  3.057e-01  0.0593  7.84e-08
 1375    1.375   1527.8    761.6  6.615e-04  3.035e-01  0.0588  9.72e-08
 1376    1.376   1526.3    761.4  6.618e-04  3.006e-01  0.0583  1.20e-07
 1377    1.377   1524.8    761.1  6.622e-04  2.971e-01  0.0578  1.51e-07
 1378    1.378   1523.3    760.9  6.624e-04  2.934e-01  0.0574  1.89e-07
 1379    1.379   1521.8    760.7  6.628e-04  2.899e-01  0.0570  2.18e-07
 1380    1.380   1520.3    760.4  6.631e-04  2.872e-01  0.0566  2.33e-07
 1381    1.381   1518.8    760.2  6.635e-04  2.844e-01  0.0561  2.27e-07
 1382    1.382   1517.3    760.0  6.640e-04  2.819e-01  0.0556  2.22e-07
 1383    1.383   1515.9    759.8  6.643e-04  2.787e-01  0.0552  2.15e-07
 1384    1.384   1514.4    759.5  6.647e-04  2.752e-01  0.0548  2.25e-07
 1385    1.385   1513.1    759.3  6.650e-04  2.717e-01  0.0544  2.39e-07
 1386    1.386   1512.1    759.1  6.653e-04  2.684e-01  0.0540  2.50e-07
 1387    1.387   1511.4    758.8  6.657e-04  2.656e-01  0.0537  2.51e-07
 1388    1.388   1510.6    758.6  6.661e-04  2.637e-01  0.0532  2.41e-07
 1389    1.389   1509.8    758.4  6.666e-04  2.631e-01  0.0527  2.13e-07
 1390    1.390   1509.1    758.1  6.672e-04  2.629e-01  0.0521  1.64e-07
 1391    1.391   1508.3    757.9  6.678e-04  2.639e-01  0.0515  1.21e-07
 1392    1.392   1507.6    757.7  6.685e-04  2.655e-01  0.0508  6.21e-08
 1393    1.393   1506.9    757.5  6.693e-04  2.691e-01  0.0499  7.57e-09
 1394    1.394   1506.3    757.2  6.703e-04  2.746e-01  0.0489  7.62e-08
 1395    1.395   1506.2    757.0  6.713e-04  2.792e-01  0.0478  1.78e-07
 1396    1.396   1507.2    756.8  6.723e-04  2.831e-01  0.0468  2.29e-07
 1397    1.397   1509.0    756.5  6.731e-04  2.862e-01  0.0458  2.46e-07
 1398    1.398   1519.3    756.3  6.739e-04  2.888e-01  0.0449  2.42e-07
 1399    1.399   1532.1    756.1  6.746e-04  2.906e-01  0.0441  2.27e-07
 1400    1.400   1538.1    755.9  6.753e-04  2.925e-01  0.0432  1.98e-07
 1401    1.401   1539.8    755.6  6.760e-04  2.943e-01  0.0424  1.81e-07
 1402    1.402   1538.9    755.4  6.766e-04  2.961e-01  0.0416  1.66e-07
 1403    1.403   1537.8    755.2  6.773e-04  2.983e-01  0.0407  1.54e-07
 1404    1.404   1536.9    754.9  6.780e-04  3.001e-01  0.0399  1.56e-07
 1405    1.405   1535.9    754.7  6.787e-04  3.008e-01  0.0391  1.48e-07
 1406    1.406   1535.9    754.5  6.792e-04  3.004e-01  0.0384  1.19e-07
 1407    1.407   1535.6    754.3  6.797e-04  3.001e-01  0.0377  7.36e-08
 1408    1.408   1535.0    754.0  6.802e-04  2.993e-01  0.0370  4.21e-08
 1409    1.409   1534.1    753.8  6.807e-04  2.981e-01  0.0364  1.07e-08
 1410    1.410   1533.1    753.6  6.811e-04  2.957e-01  0.0358  2.25e-08
 1411    1.411   1532.0    753.4  6.814e-04  2.929e-01  0.0353  7.11e-08
 1412    1.412   1530.7    753.1  6.818e-04  2.901e-01  0.0348  1.16e-07
 1413    1.413   1529.4    752.9  6.822e-04  2.873e-01  0.0342  1.45e-07
 1414    1.414   1528.1    752.7  6.826e-04  2.841e-01  0.0336  1.67e-07
 1415    1.415   1526.7    752.5  6.830e-04  2.800e-01  0.0332  1.91e-07
 1416    1.416   1525.3    752.3  6.833e-04  2.754e-01  0.0327  2.28e-07
 1417    1.417   1523.9    752.0  6.836e-04  2.706e-01  0.0323  2.68e-07
 1418    1.418   1522.5    751.8  6.839e-04  2.662e-01  0.0319  2.97e-07
 1419    1.419   1521.1    751.6  6.843e-04  2.625e-01  0.0314  3.10e-07
 1420    1.420   1519.7    751.4  6.847e-04  2.588e-01  0.0309  3.02e-07
 1421    1.421   1518.4    751.1  6.851e-04  2.553e-01  0.0304  2.97e-07
 1422    1.422   1517.2    750.9  6.855e-04  2.511e-01  0.0299  2.89e-07
 1423    1.423   1516.0    750.7  6.859e-04  2.468e-01  0.0295  3.00e-07
 1424    1.424   1514.9    750.5  6.862e-04  2.429e-01  0.0291  3.09e-07
 1425    1.425   1514.0    750.2  6.867e-04  2.397e-01  0.0286  3.08e-07
 1426    1.426   1513.2    750.0  6.872e-04  2.378e-01  0.0280  2.89e-07
 1427    1.427   1512.7    749.8  6.879e-04  2.383e-01  0.0272  2.45e-07
 1428    1.428   1512.7    749.6  6.891e-04  2.419e-01  0.0261  1.61e-07
 1429    1.429   1513.2    749.4  6.902e-04  2.442e-01  0.0249  3.23e-08
 1430    1.430   1514.2    749.1  6.913e-04  2.454e-01  0.0237  3.09e-08
 1431    1.431   1524.6    748.9  6.922e-04  2.444e-01  0.0226  4.76e-08
 1432    1.432   1559.9    748.7  6.929e-04  2.424e-01  0.0216  9.59e-09
 1433    1.433   1582.5    748.5  6.936e-04  2.389e-01  0.0208  4.18e-08
 1434    1.434   1596.9    748.2  6.941e-04  2.353e-01  0.0200  1.09e-07
 1435    1.435   1605.7    748.0  6.947e-04  2.311e-01  0.0192  1.59e-07
 1436    1.436   1610.8    747.8  6.951e-04  2.259e-01  0.0186  2.08e-07
 1437    1.437   1613.4    747.6  6.955e-04  2.210e-01  0.0179  2.64e-07
 1438    1.438   1614.5    747.4  6.959e-04  2.162e-01  0.0173  2.96e-07
 1439    1.439   1614.5    747.1  6.963e-04  2.112e-01  0.0166  3.18e-07
 1440    1.440   1613.9    746.9  6.966e-04  2.063e-01  0.0160  3.37e-07
 1441    1.441   1613.2    746.7  6.970e-04  2.026e-01  0.0154  3.48e-07
 1442    1.442   1612.1    746.5  6.975e-04  1.991e-01  0.0147  3.28e-07
 1443    1.443   1611.2    746.3  6.980e-04  1.957e-01  0.0139  3.09e-07
 1444    1.444   1610.1    746.0  6.983e-04  1.909e-01  0.0133  2.94e-07
 1445    1.445   1609.2    745.8  6.986e-04  1.856e-01  0.0128  3.16e-07
 1446    1.446   1608.0    745.6  6.988e-04  1.807e-01  0.0123  3.42e-07
 1447    1.447   1606.6    745.4  6.991e-04  1.760e-01  0.0118  3.52e-07
 1448    1.448   1605.7    745.1  6.994e-04  1.711e-01  0.0113  3.55e-07
 1449    1.449   1604.4    744.9  6.996e-04  1.652e-01  0.0108  3.61e-07
 1450    1.450   1603.0    744.7  6.997e-04  1.588e-01  0.0105  3.87e-07
 1451    1.451   1601.8    744.5  6.998e-04  1.523e-01  0.0101  4.19e-07
 1452    1.452   1600.7    744.3  7.000e-04  1.460e-01  0.0098  4.42e-07
 1453    1.453   1599.3    744.0  7.002e-04  1.404e-01  0.0094  4.55e-07
 1454    1.454   1597.7    743.8  7.003e-04  1.345e-01  0.0091  4.51e-07
 1455    1.455   1596.0    743.6  7.005e-04  1.285e-01  0.0087  4.56e-07
 1456    1.456   1594.1    743.4  7.007e-04  1.218e-01  0.0084  4.27e-07
 1457    1.457   1592.7    743.2  7.007e-04  1.149e-01  0.0082  3.80e-07
 1458    1.458   1591.1    743.0  7.008e-04  1.080e-01  0.0080  3.59e-07
 1459    1.459   1589.3    742.8  7.009e-04  1.015e-01  0.0078  3.51e-07
 1460    1.460   1587.5    742.5  7.009e-04  9.549e-02  0.0076  3.53e-07
 1461    1.461   1585.5    742.3  7.011e-04  9.031e-02  0.0073  3.54e-07
 1462    1.462   1583.5    742.1  7.013e-04  8.550e-02  0.0070  3.45e-07
 1463    1.463   1581.4    741.9  7.016e-04  8.078e-02  0.0067  3.37e-07
 1464    1.464   1580.1    741.7  7.018e-04  7.554e-02  0.0065  3.33e-07
 1465    1.465   1579.0    741.5  7.019e-04  6.990e-02  0.0063  3.47e-07
 1466    1.466   1577.9    741.3  7.020e-04  6.418e-02  0.0061  3.70e-07
 1467    1.467   1576.8    741.1  7.021e-04  5.856e-02  0.0060  3.94e-07
 1468    1.468   1575.8    740.9  7.022e-04  5.312e-02  0.0058  4.15e-07
 1469    1.469   1574.7    740.7  7.022e-04  4.793e-02  0.0057  4.30e-07
 1470    1.470   1573.7    740.5  7.023e-04  4.304e-02  0.0056  4.40e-07
 1471    1.471   1572.7    740.3  7.025e-04  3.856e-02  0.0055  4.43e-07
 1472    1.472   1571.7    740.1  7.026e-04  3.459e-02  0.0054  4.38e-07
 1473    1.473   1570.7    739.9  7.028e-04  3.136e-02  0.0052  4.23e-07
 1474    1.474   1569.8    739.7  7.031e-04  2.904e-02  0.0049  3.93e-07
 1475    1.475   1568.8    739.5  7.034e-04  2.655e-02  0.0046  3.45e-07
 1476    1.476   1567.9    739.3  7.037e-04  2.415e-02  0.0044  3.19e-07
 1477    1.477   1566.9    739.1  7.040e-04  2.107e-02  0.0041  2.98e-07
 1478    1.478   1566.0    738.9  7.042e-04  1.775e-02  0.0040  3.07e-07
 1479    1.479   1565.1    738.7  7.043e-04  1.439e-02  0.0038  3.23e-07
 1480    1.480   1564.2    738.5  7.045e-04  1.109e-02  0.0037  3.38e-07
 1481    1.481   1563.3    738.3  7.047e-04  7.889e-03  0.0036  3.49e-07
 1482    1.482   1562.5    738.1  7.048e-04  4.838e-03  0.0035  3.54e-07
 1483    1.483   1561.6    737.9  7.050e-04  1.949e-03  0.0033  3.55e-07
 1484    1.484   1560.7    737.7  7.052e-04  7.956e-04  0.0032  3.52e-07
 1485    1.485   1559.9    737.4  7.054e-04  3.458e-03  0.0031  3.45e-07
 1486    1.486   1559.1    737.2  7.056e-04  6.246e-03  0.0030  3.39e-07
 1487    1.487   1558.2    737.0  7.058e-04  9.158e-03  0.0028  3.42e-07
 1488    1.488   1557.4    736.8  7.059e-04  1.229e-02  0.0028  3.49e-07
 1489    1.489   1556.6    736.6  7.061e-04  1.551e-02  0.0027  3.65e-07
 1490    1.490   1555.8    736.3  7.063e-04  1.876e-02  0.0026  3.82e-07
 1491    1.491   1555.0    736.1  7.064e-04  2.198e-02  0.0026  3.97e-07
 1492    1.492   1554.2    735.9  7.066e-04  2.514e-02  0.0025  4.09e-07
 1493    1.493   1553.4    735.7  7.068e-04  2.822e-02  0.0025  4.16e-07
 1494    1.494   1552.6    735.4  7.069e-04  3.120e-02  0.0024  4.21e-07
 1495    1.495   1551.9    735.2  7.071e-04  3.408e-02  0.0024  4.21e-07
 1496    1.496   1551.1    734.9  7.073e-04  3.684e-02  0.0023  4.19e-07
 1497    1.497   1550.3    734.7  7.075e-04  3.948e-02  0.0023  4.14e-07
 1498    1.498   1549.6    734.4  7.077e-04  4.200e-02  0.0022  4.07e-07
 1499    1.499   1548.8    734.2  7.080e-04  4.438e-02  0.0022  3.97e-07
 1500    1.500   1548.0    733.9  7.082e-04  4.660e-02  0.0021  3.86e-07
 1501    1.501   1547.3    733.6  7.084e-04  4.865e-02  0.0021  3.72e-07
 1502    1.502   1546.6    733.4  7.087e-04  5.051e-02  0.0020  3.55e-07
 1503    1.503   1545.8    733.1  7.089e-04  5.215e-02  0.0019  3.35e-07
 1504    1.504   1545.1    732.8  7.092e-04  5.354e-02  0.0018  3.12e-07
 1505    1.505   1544.3    732.5  7.095e-04  5.463e-02  0.0017  2.84e-07
 1506    1.506   1543.6    732.3  7.098e-04  5.543e-02  0.0016  2.50e-07
 1507    1.507   1542.9    732.0  7.102e-04  5.632e-02  0.0014  2.13e-07
 1508    1.508   1542.2    731.7  7.105e-04  5.735e-02  0.0013  1.92e-07
 1509    1.509   1541.5    731.4  7.108e-04  5.884e-02  0.0012  1.84e-07
 1510    1.510   1540.7    731.1  7.110e-04  6.063e-02  0.0011  2.01e-07
 1511    1.511   1540.0    730.8  7.112e-04  6.257e-02  0.0010  2.29e-07
 1512    1.512   1539.3    730.5  7.115e-04  6.458e-02  0.0010  2.57e-07
 1513    1.513   1538.6    730.1  7.117e-04  6.662e-02  0.0010  2.81e-07
 1514    1.514   1537.9    729.8  7.119e-04  6.863e-02  0.0009  3.00e-07
 1515    1.515   1537.2    729.5  7.121e-04  7.062e-02  0.0009  3.13e-07
 1516    1.516   1536.5    729.2  7.123e-04  7.255e-02  0.0009  3.21e-07
 1517    1.517   1535.8    728.8  7.126e-04  7.442e-02  0.0009  3.26e-07
 1518    1.518   1535.1    728.5  7.128e-04  7.621e-02  0.0009  3.26e-07
 1519    1.519   1534.4    728.2  7.130e-04  7.794e-02  0.0009  3.24e-07
 1520    1.520   1533.7    727.8  7.132e-04  7.958e-02  0.0009  3.19e-07
 1521    1.521   1533.0    727.5  7.135e-04  8.115e-02  0.0009  3.12e-07
 1522    1.522   1532.3    727.1  7.137e-04  8.264e-02  0.0009  3.03e-07
 1523    1.523   1531.6    726.8  7.140e-04  8.405e-02  0.0009  2.94e-07
 1524    1.524   1530.9    726.4  7.142e-04  8.538e-02  0.0009  2.83e-07
 1525    1.525   1530.3    726.0  7.145e-04  8.664e-02  0.0009  2.72e-07
 1526    1.526   1529.6    725.7  7.147e-04  8.782e-02  0.0009  2.61e-07
 1527    1.527   1528.9    725.3  7.150e-04  8.893e-02  0.0009  2.49e-07
 1528    1.528   1528.2    724.9  7.153e-04  8.997e-02  0.0009  2.37e-07
 1529    1.529   1527.5    724.5  7.155e-04  9.095e-02  0.0009  2.25e-07
 1530    1.530   1526.8    724.1  7.158e-04  9.186e-02  0.0009  2.13e-07
 1531    1.531   1526.1    723.7  7.161e-04  9.270e-02  0.0009  2.02e-07
 1532    1.532   1525.5    723.3  7.163e-04  9.349e-02  0.0009  1.90e-07
 1533    1.533   1524.8    722.9  7.166e-04  9.422e-02  0.0009  1.79e-07
 1534    1.534   1524.1    722.5  7.169e-04  9.489e-02  0.0009  1.68e-07
 1535    1.535   1523.4    722.1  7.172e-04  9.552e-02  0.0009  1.57e-07
 1536    1.536   1522.8    721.7  7.175e-04  9.609e-02  0.0009  1.47e-07
 1537    1.537   1522.1    721.3  7.177e-04  9.662e-02  0.0009  1.37e-07
 1538    1.538   1521.4    720.9  7.180e-04  9.710e-02  0.0008  1.27e-07
 1539    1.539   1520.7    720.4  7.183e-04  9.754e-02  0.0008  1.18e-07
 1540    1.540   1520.0    720.0  7.186e-04  9.793e-02  0.0008  1.09e-07
 1541    1.541   1519.4    719.6  7.189e-04  9.829e-02  0.0008  1.00e-07
 1542    1.542   1518.7    719.1  7.192e-04  9.861e-02  0.0008  9.17e-08
 1543    1.543   1518.0    718.7  7.195e-04  9.890e-02  0.0008  8.38e-08
 1544    1.544   1517.3    718.2  7.198e-04  9.915e-02  0.0008  7.62e-08
 1545    1.545   1516.7    717.8  7.201e-04  9.938e-02  0.0008  6.89e-08
 1546    1.546   1516.0    717.3  7.203e-04  9.957e-02  0.0008  6.20e-08
 1547    1.547   1515.3    716.9  7.206e-04  9.973e-02  0.0008  5.54e-08
 1548    1.548   1514.6    716.4  7.209e-04  9.987e-02  0.0008  4.91e-08
 1549    1.549   1514.0    716.0  7.212e-04  9.999e-02  0.0008  4.31e-08
 1550    1.550   1513.3    715.5  7.215e-04  1.001e-01  0.0008  3.74e-08
 1551    1.551   1512.6    715.0  7.218e-04  1.001e-01  0.0008  3.20e-08
 1552    1.552   1511.9    714.6  7.221e-04  1.002e-01  0.0008  2.69e-08
 1553    1.553   1511.3    714.1  7.224e-04  1.002e-01  0.0008  2.20e-08
 1554    1.554   1510.6    713.6  7.227e-04  1.002e-01  0.0008  1.80e-08
 1555    1.555   1509.9    713.2  7.230e-04  1.002e-01  0.0008  1.66e-08
 1556    1.556   1509.2    712.7  7.233e-04  1.002e-01  0.0008  1.62e-08
 1557    1.557   1508.5    712.2  7.236e-04  1.002e-01  0.0008  1.58e-08
 1558    1.558   1507.9    711.7  7.239e-04  1.001e-01  0.0008  1.54e-08
 1559    1.559   1507.2    711.3  7.242e-04  1.000e-01  0.0008  1.50e-08
