Composition: 65% KNO3 / 35% sugar | r=6.29 mol | K2CO3 yield = 44.4 wt% | dTad = 1300 K | Tad = 1598 K
step   time[s]  Tmax[K]  Tvent[K]  K2CO3[kg]  Uvent[m/s]  meanYfu  SMAX
 2239    2.239   1119.9    557.6  8.811e-04  5.105e-02  0.0007  4.75e-09
 2240    2.240   1119.5    557.5  8.813e-04  5.102e-02  0.0007  4.75e-09
 2241    2.241   1119.1    557.3  8.815e-04  5.099e-02  0.0007  4.74e-09
 2242    2.242   1118.7    557.2  8.816e-04  5.097e-02  0.0007  4.73e-09
 2243    2.243   1118.4    557.1  8.818e-04  5.094e-02  0.0007  4.73e-09
 2244    2.244   1118.0    557.0  8.820e-04  5.091e-02  0.0007  4.72e-09
 2245    2.245   1117.6    556.9  8.822e-04  5.089e-02  0.0007  4.71e-09
 2246    2.246   1117.2    556.8  8.824e-04  5.086e-02  0.0007  4.71e-09
 2247    2.247   1116.8    556.7  8.826e-04  5.083e-02  0.0007  4.70e-09
 2248    2.248   1116.5    556.6  8.828e-04  5.080e-02  0.0007  4.69e-09
 2249    2.249   1116.1    556.5  8.830e-04  5.078e-02  0.0007  4.69e-09
 2250    2.250   1115.7    556.4  8.832e-04  5.075e-02  0.0007  4.68e-09
 2251    2.251   1115.3    556.3  8.834e-04  5.072e-02  0.0007  4.67e-09
 2252    2.252   1115.0    556.1  8.836e-04  5.070e-02  0.0007  4.67e-09
 2253    2.253   1114.6    556.0  8.838e-04  5.067e-02  0.0007  4.66e-09
 2254    2.254   1114.2    555.9  8.840e-04  5.064e-02  0.0007  4.65e-09
 2255    2.255   1113.8    555.8  8.842e-04  5.062e-02  0.0007  4.65e-09
 2256    2.256   1113.5    555.7  8.844e-04  5.059e-02  0.0007  4.64e-09
 2257    2.257   1113.1    555.6  8.845e-04  5.056e-02  0.0007  4.63e-09
 2258    2.258   1112.7    555.5  8.847e-04  5.054e-02  0.0007  4.63e-09
 2259    2.259   1112.3    555.4  8.849e-04  5.051e-02  0.0007  4.62e-09
 2260    2.260   1112.0    555.3  8.851e-04  5.048e-02  0.0007  4.61e-09
 2261    2.261   1111.6    555.2  8.853e-04  5.046e-02  0.0007  4.61e-09
 2262    2.262   1111.2    555.1  8.855e-04  5.043e-02  0.0007  4.60e-09
 2263    2.263   1110.9    555.0  8.857e-04  5.040e-02  0.0007  4.59e-09
 2264    2.264   1110.5    554.8  8.859e-04  5.038e-02  0.0007  4.59e-09
 2265    2.265   1110.1    554.7  8.861e-04  5.035e-02  0.0007  4.58e-09
 2266    2.266   1109.7    554.6  8.863e-04  5.032e-02  0.0007  4.57e-09
 2267    2.267   1109.4    554.5  8.865e-04  5.030e-02  0.0007  4.57e-09
 2268    2.268   1109.0    554.4  8.867e-04  5.027e-02  0.0007  4.56e-09
 2269    2.269   1108.6    554.3  8.869e-04  5.024e-02  0.0007  4.56e-09
 2270    2.270   1108.3    554.2  8.871e-04  5.022e-02  0.0007  4.55e-09
 2271    2.271   1107.9    554.1  8.872e-04  5.019e-02  0.0007  4.54e-09
 2272    2.272   1107.5    554.0  8.874e-04  5.016e-02  0.0007  4.54e-09
 2273    2.273   1107.2    553.9  8.876e-04  5.014e-02  0.0007  4.53e-09
 2274    2.274   1106.8    553.8  8.878e-04  5.011e-02  0.0007  4.52e-09
 2275    2.275   1106.4    553.7  8.880e-04  5.009e-02  0.0007  4.52e-09
 2276    2.276   1106.1    553.6  8.882e-04  5.006e-02  0.0007  4.51e-09
 2277    2.277   1105.7    553.5  8.884e-04  5.003e-02  0.0007  4.51e-09
 2278    2.278   1105.3    553.4  8.886e-04  5.001e-02  0.0007  4.50e-09
 2279    2.279   1105.0    553.2  8.888e-04  4.998e-02  0.0007  4.49e-09
 2280    2.280   1104.6    553.1  8.890e-04  4.996e-02  0.0007  4.49e-09
 2281    2.281   1104.2    553.0  8.892e-04  4.993e-02  0.0007  4.48e-09
 2282    2.282   1103.9    552.9  8.894e-04  4.990e-02  0.0007  4.47e-09
 2283    2.283   1103.5    552.8  8.895e-04  4.988e-02  0.0007  4.47e-09
 2284    2.284   1103.2    552.7  8.897e-04  4.985e-02  0.0007  4.46e-09
 2285    2.285   1102.8    552.6  8.899e-04  4.983e-02  0.0007  4.46e-09
 2286    2.286   1102.4    552.5  8.901e-04  4.980e-02  0.0007  4.45e-09
 2287    2.287   1102.1    552.4  8.903e-04  4.977e-02  0.0007  4.44e-09
 2288    2.288   1101.7    552.3  8.905e-04  4.975e-02  0.0007  4.44e-09
 2289    2.289   1101.3    552.2  8.907e-04  4.972e-02  0.0007  4.43e-09
 2290    2.290   1101.0    552.1  8.909e-04  4.970e-02  0.0007  4.43e-09
 2291    2.291   1100.6    552.0  8.911e-04  4.967e-02  0.0007  4.42e-09
 2292    2.292   1100.3    551.9  8.913e-04  4.965e-02  0.0007  4.41e-09
 2293    2.293   1099.9    551.8  8.915e-04  4.962e-02  0.0007  4.41e-09
 2294    2.294   1099.5    551.7  8.916e-04  4.959e-02  0.0007  4.40e-09
 2295    2.295   1099.2    551.6  8.918e-04  4.957e-02  0.0007  4.40e-09
 2296    2.296   1098.8    551.5  8.920e-04  4.954e-02  0.0007  4.39e-09
 2297    2.297   1098.5    551.4  8.922e-04  4.952e-02  0.0007  4.38e-09
 2298    2.298   1098.1    551.3  8.924e-04  4.949e-02  0.0007  4.38e-09
 2299    2.299   1097.8    551.2  8.926e-04  4.947e-02  0.0007  4.37e-09
 2300    2.300   1097.4    551.1  8.928e-04  4.944e-02  0.0007  4.37e-09
 2301    2.301   1097.0    551.0  8.930e-04  4.942e-02  0.0007  4.36e-09
 2302    2.302   1096.7    550.8  8.932e-04  4.939e-02  0.0007  4.36e-09
 2303    2.303   1096.3    550.7  8.934e-04  4.936e-02  0.0007  4.35e-09
 2304    2.304   1096.0    550.6  8.936e-04  4.934e-02  0.0007  4.34e-09
 2305    2.305   1095.6    550.5  8.937e-04  4.931e-02  0.0007  4.34e-09
 2306    2.306   1095.3    550.4  8.939e-04  4.929e-02  0.0007  4.33e-09
 2307    2.307   1094.9    550.3  8.941e-04  4.926e-02  0.0007  4.33e-09
 2308    2.308   1094.5    550.2  8.943e-04  4.924e-02  0.0007  4.32e-09
 2309    2.309   1094.2    550.1  8.945e-04  4.921e-02  0.0007  4.31e-09
 2310    2.310   1093.8    550.0  8.947e-04  4.919e-02  0.0007  4.31e-09
 2311    2.311   1093.5    549.9  8.949e-04  4.916e-02  0.0007  4.30e-09
 2312    2.312   1093.1    549.8  8.951e-04  4.914e-02  0.0007  4.30e-09
 2313    2.313   1092.8    549.7  8.953e-04  4.911e-02  0.0007  4.29e-09
 2314    2.314   1092.4    549.6  8.954e-04  4.909e-02  0.0007  4.29e-09
 2315    2.315   1092.1    549.5  8.956e-04  4.906e-02  0.0007  4.28e-09
 2316    2.316   1091.7    549.4  8.958e-04  4.904e-02  0.0007  4.28e-09
 2317    2.317   1091.4    549.3  8.960e-04  4.901e-02  0.0007  4.27e-09
 2318    2.318   1091.0    549.2  8.962e-04  4.899e-02  0.0007  4.26e-09
 2319    2.319   1090.7    549.1  8.964e-04  4.896e-02  0.0007  4.26e-09
 2320    2.320   1090.3    549.0  8.966e-04  4.894e-02  0.0007  4.25e-09
 2321    2.321   1090.0    548.9  8.968e-04  4.891e-02  0.0007  4.25e-09
 2322    2.322   1089.6    548.8  8.970e-04  4.889e-02  0.0007  4.24e-09
 2323    2.323   1089.3    548.7  8.972e-04  4.886e-02  0.0007  4.24e-09
 2324    2.324   1088.9    548.6  8.973e-04  4.884e-02  0.0007  4.23e-09
 2325    2.325   1088.6    548.5  8.975e-04  4.881e-02  0.0007  4.23e-09
 2326    2.326   1088.2    548.4  8.977e-04  4.879e-02  0.0007  4.22e-09
 2327    2.327   1087.9    548.3  8.979e-04  4.876e-02  0.0007  4.21e-09
 2328    2.328   1087.5    548.2  8.981e-04  4.874e-02  0.0007  4.21e-09
 2329    2.329   1087.2    548.1  8.983e-04  4.872e-02  0.0007  4.20e-09
 2330    2.330   1086.8    548.0  8.985e-04  4.869e-02  0.0007  4.20e-09
 2331    2.331   1086.5    547.9  8.987e-04  4.867e-02  0.0007  4.19e-09
 2332    2.332   1086.2    547.8  8.988e-04  4.864e-02  0.0007  4.19e-09
 2333    2.333   1085.8    547.7  8.990e-04  4.862e-02  0.0007  4.18e-09
 2334    2.334   1085.5    547.6  8.992e-04  4.859e-02  0.0007  4.18e-09
 2335    2.335   1085.1    547.5  8.994e-04  4.857e-02  0.0007  4.17e-09
 2336    2.336   1084.8    547.4  8.996e-04  4.854e-02  0.0007  4.17e-09
 2337    2.337   1084.4    547.3  8.998e-04  4.852e-02  0.0007  4.16e-09
 2338    2.338   1084.1    547.2  9.000e-04  4.849e-02  0.0007  4.15e-09
 2339    2.339   1083.7    547.1  9.002e-04  4.847e-02  0.0007  4.15e-09
 2340    2.340   1083.4    547.0  9.004e-04  4.845e-02  0.0007  4.14e-09
 2341    2.341   1083.1    546.9  9.005e-04  4.842e-02  0.0007  4.14e-09
 2342    2.342   1082.7    546.8  9.007e-04  4.840e-02  0.0007  4.13e-09
 2343    2.343   1082.4    546.7  9.009e-04  4.837e-02  0.0007  4.13e-09
 2344    2.344   1082.0    546.6  9.011e-04  4.835e-02  0.0007  4.12e-09
 2345    2.345   1081.7    546.5  9.013e-04  4.833e-02  0.0007  4.12e-09
 2346    2.346   1081.4    546.4  9.015e-04  4.830e-02  0.0007  4.11e-09
 2347    2.347   1081.0    546.3  9.017e-04  4.828e-02  0.0007  4.11e-09
 2348    2.348   1080.7    546.2  9.018e-04  4.825e-02  0.0007  4.10e-09
 2349    2.349   1080.3    546.1  9.020e-04  4.823e-02  0.0007  4.10e-09
 2350    2.350   1080.0    546.0  9.022e-04  4.820e-02  0.0007  4.09e-09
 2351    2.351   1079.7    545.9  9.024e-04  4.818e-02  0.0007  4.09e-09
 2352    2.352   1079.3    545.8  9.026e-04  4.816e-02  0.0007  4.08e-09
 2353    2.353   1079.0    545.7  9.028e-04  4.813e-02  0.0007  4.08e-09
 2354    2.354   1078.6    545.6  9.030e-04  4.811e-02  0.0007  4.07e-09
 2355    2.355   1078.3    545.5  9.032e-04  4.808e-02  0.0007  4.07e-09
 2356    2.356   1078.0    545.4  9.033e-04  4.806e-02  0.0007  4.06e-09
 2357    2.357   1077.6    545.3  9.035e-04  4.804e-02  0.0007  4.06e-09
 2358    2.358   1077.3    545.2  9.037e-04  4.801e-02  0.0007  4.05e-09
 2359    2.359   1077.0    545.1  9.039e-04  4.799e-02  0.0007  4.05e-09
 2360    2.360   1076.6    545.0  9.041e-04  4.797e-02  0.0007  4.04e-09
 2361    2.361   1076.3    545.0  9.043e-04  4.794e-02  0.0007  4.03e-09
 2362    2.362   1075.9    544.9  9.045e-04  4.792e-02  0.0007  4.03e-09
 2363    2.363   1075.6    544.8  9.046e-04  4.789e-02  0.0007  4.02e-09
 2364    2.364   1075.3    544.7  9.048e-04  4.787e-02  0.0007  4.02e-09
 2365    2.365   1074.9    544.6  9.050e-04  4.785e-02  0.0007  4.01e-09
 2366    2.366   1074.6    544.5  9.052e-04  4.782e-02  0.0007  4.01e-09
 2367    2.367   1074.3    544.4  9.054e-04  4.780e-02  0.0007  4.00e-09
 2368    2.368   1073.9    544.3  9.056e-04  4.778e-02  0.0007  4.00e-09
 2369    2.369   1073.6    544.2  9.058e-04  4.775e-02  0.0007  3.99e-09
 2370    2.370   1073.3    544.1  9.060e-04  4.773e-02  0.0007  3.99e-09
 2371    2.371   1072.9    544.0  9.061e-04  4.771e-02  0.0007  3.98e-09
 2372    2.372   1072.6    543.9  9.063e-04  4.768e-02  0.0007  3.98e-09
 2373    2.373   1072.3    543.8  9.065e-04  4.766e-02  0.0007  3.98e-09
 2374    2.374   1071.9    543.7  9.067e-04  4.763e-02  0.0007  3.97e-09
 2375    2.375   1071.6    543.6  9.069e-04  4.761e-02  0.0007  3.97e-09
 2376    2.376   1071.3    543.5  9.071e-04  4.759e-02  0.0007  3.96e-09
 2377    2.377   1071.0    543.4  9.073e-04  4.756e-02  0.0007  3.96e-09
 2378    2.378   1070.6    543.3  9.074e-04  4.754e-02  0.0007  3.95e-09
 2379    2.379   1070.3    543.2  9.076e-04  4.752e-02  0.0007  3.95e-09
 2380    2.380   1070.0    543.1  9.078e-04  4.749e-02  0.0007  3.94e-09
 2381    2.381   1069.6    543.0  9.080e-04  4.747e-02  0.0007  3.94e-09
 2382    2.382   1069.3    542.9  9.082e-04  4.745e-02  0.0007  3.93e-09
 2383    2.383   1069.0    542.8  9.084e-04  4.743e-02  0.0007  3.93e-09
 2384    2.384   1068.7    542.7  9.085e-04  4.740e-02  0.0007  3.92e-09
 2385    2.385   1068.3    542.6  9.087e-04  4.738e-02  0.0007  3.92e-09
 2386    2.386   1068.0    542.6  9.089e-04  4.736e-02  0.0007  3.91e-09
 2387    2.387   1067.7    542.5  9.091e-04  4.733e-02  0.0007  3.91e-09
 2388    2.388   1067.3    542.4  9.093e-04  4.731e-02  0.0007  3.90e-09
 2389    2.389   1067.0    542.3  9.095e-04  4.729e-02  0.0007  3.90e-09
 2390    2.390   1066.7    542.2  9.097e-04  4.726e-02  0.0007  3.89e-09
 2391    2.391   1066.4    542.1  9.098e-04  4.724e-02  0.0007  3.89e-09
 2392    2.392   1066.0    542.0  9.100e-04  4.722e-02  0.0007  3.88e-09
 2393    2.393   1065.7    541.9  9.102e-04  4.719e-02  0.0007  3.88e-09
 2394    2.394   1065.4    541.8  9.104e-04  4.717e-02  0.0007  3.87e-09
 2395    2.395   1065.1    541.7  9.106e-04  4.715e-02  0.0007  3.87e-09
 2396    2.396   1064.7    541.6  9.108e-04  4.713e-02  0.0007  3.86e-09
 2397    2.397   1064.4    541.5  9.109e-04  4.710e-02  0.0007  3.86e-09
 2398    2.398   1064.1    541.4  9.111e-04  4.708e-02  0.0007  3.86e-09
 2399    2.399   1063.8    541.3  9.113e-04  4.706e-02  0.0007  3.85e-09
 2400    2.400   1063.4    541.2  9.115e-04  4.703e-02  0.0007  3.85e-09
 2401    2.401   1063.1    541.1  9.117e-04  4.701e-02  0.0007  3.84e-09
 2402    2.402   1062.8    541.1  9.119e-04  4.699e-02  0.0007  3.84e-09
 2403    2.403   1062.5    541.0  9.120e-04  4.697e-02  0.0007  3.83e-09
 2404    2.404   1062.2    540.9  9.122e-04  4.694e-02  0.0007  3.83e-09
 2405    2.405   1061.8    540.8  9.124e-04  4.692e-02  0.0007  3.82e-09
 2406    2.406   1061.5    540.7  9.126e-04  4.690e-02  0.0007  3.82e-09
 2407    2.407   1061.2    540.6  9.128e-04  4.688e-02  0.0007  3.81e-09
 2408    2.408   1060.9    540.5  9.130e-04  4.685e-02  0.0007  3.81e-09
 2409    2.409   1060.6    540.4  9.132e-04  4.683e-02  0.0007  3.80e-09
 2410    2.410   1060.2    540.3  9.133e-04  4.681e-02  0.0007  3.80e-09
 2411    2.411   1059.9    540.2  9.135e-04  4.678e-02  0.0007  3.80e-09
 2412    2.412   1059.6    540.1  9.137e-04  4.676e-02  0.0007  3.79e-09
 2413    2.413   1059.3    540.0  9.139e-04  4.674e-02  0.0007  3.79e-09
 2414    2.414   1059.0    539.9  9.141e-04  4.672e-02  0.0007  3.78e-09
 2415    2.415   1058.6    539.8  9.143e-04  4.669e-02  0.0007  3.78e-09
 2416    2.416   1058.3    539.8  9.144e-04  4.667e-02  0.0007  3.77e-09
 2417    2.417   1058.0    539.7  9.146e-04  4.665e-02  0.0007  3.77e-09
 2418    2.418   1057.7    539.6  9.148e-04  4.663e-02  0.0007  3.76e-09
 2419    2.419   1057.4    539.5  9.150e-04  4.661e-02  0.0007  3.76e-09
 2420    2.420   1057.0    539.4  9.152e-04  4.658e-02  0.0007  3.75e-09
 2421    2.421   1056.7    539.3  9.153e-04  4.656e-02  0.0007  3.75e-09
 2422    2.422   1056.4    539.2  9.155e-04  4.654e-02  0.0007  3.75e-09
 2423    2.423   1056.1    539.1  9.157e-04  4.652e-02  0.0007  3.74e-09
 2424    2.424   1055.8    539.0  9.159e-04  4.649e-02  0.0007  3.74e-09
 2425    2.425   1055.5    538.9  9.161e-04  4.647e-02  0.0007  3.73e-09
 2426    2.426   1055.2    538.8  9.163e-04  4.645e-02  0.0007  3.73e-09
 2427    2.427   1054.8    538.8  9.164e-04  4.643e-02  0.0007  3.72e-09
 2428    2.428   1054.5    538.7  9.166e-04  4.640e-02  0.0007  3.72e-09
 2429    2.429   1054.2    538.6  9.168e-04  4.638e-02  0.0007  3.71e-09
 2430    2.430   1053.9    538.5  9.170e-04  4.636e-02  0.0007  3.71e-09
 2431    2.431   1053.6    538.4  9.172e-04  4.634e-02  0.0007  3.71e-09
 2432    2.432   1053.3    538.3  9.174e-04  4.632e-02  0.0007  3.70e-09
 2433    2.433   1053.0    538.2  9.175e-04  4.629e-02  0.0007  3.70e-09
 2434    2.434   1052.6    538.1  9.177e-04  4.627e-02  0.0007  3.69e-09
 2435    2.435   1052.3    538.0  9.179e-04  4.625e-02  0.0007  3.69e-09
 2436    2.436   1052.0    537.9  9.181e-04  4.623e-02  0.0007  3.68e-09
 2437    2.437   1051.7    537.8  9.183e-04  4.621e-02  0.0007  3.68e-09
 2438    2.438   1051.4    537.8  9.184e-04  4.618e-02  0.0007  3.68e-09
 2439    2.439   1051.1    537.7  9.186e-04  4.616e-02  0.0007  3.67e-09
 2440    2.440   1050.8    537.6  9.188e-04  4.614e-02  0.0007  3.67e-09
 2441    2.441   1050.5    537.5  9.190e-04  4.612e-02  0.0007  3.66e-09
 2442    2.442   1050.1    537.4  9.192e-04  4.610e-02  0.0007  3.66e-09
 2443    2.443   1049.8    537.3  9.194e-04  4.607e-02  0.0007  3.65e-09
 2444    2.444   1049.5    537.2  9.195e-04  4.605e-02  0.0007  3.65e-09
 2445    2.445   1049.2    537.1  9.197e-04  4.603e-02  0.0007  3.65e-09
 2446    2.446   1048.9    537.0  9.199e-04  4.601e-02  0.0007  3.64e-09
 2447    2.447   1048.6    536.9  9.201e-04  4.599e-02  0.0007  3.64e-09
 2448    2.448   1048.3    536.9  9.203e-04  4.597e-02  0.0007  3.63e-09
 2449    2.449   1048.0    536.8  9.204e-04  4.594e-02  0.0007  3.63e-09
 2450    2.450   1047.7    536.7  9.206e-04  4.592e-02  0.0007  3.62e-09
 2451    2.451   1047.4    536.6  9.208e-04  4.590e-02  0.0007  3.62e-09
 2452    2.452   1047.1    536.5  9.210e-04  4.588e-02  0.0007  3.62e-09
 2453    2.453   1046.8    536.4  9.212e-04  4.586e-02  0.0007  3.61e-09
 2454    2.454   1046.4    536.3  9.213e-04  4.584e-02  0.0007  3.61e-09
 2455    2.455   1046.1    536.2  9.215e-04  4.581e-02  0.0007  3.60e-09
 2456    2.456   1045.8    536.1  9.217e-04  4.579e-02  0.0007  3.60e-09
 2457    2.457   1045.5    536.1  9.219e-04  4.577e-02  0.0007  3.60e-09
 2458    2.458   1045.2    536.0  9.221e-04  4.575e-02  0.0007  3.59e-09
 2459    2.459   1044.9    535.9  9.222e-04  4.573e-02  0.0007  3.59e-09
 2460    2.460   1044.6    535.8  9.224e-04  4.571e-02  0.0007  3.58e-09
 2461    2.461   1044.3    535.7  9.226e-04  4.569e-02  0.0007  3.58e-09
 2462    2.462   1044.0    535.6  9.228e-04  4.566e-02  0.0007  3.58e-09
 2463    2.463   1043.7    535.5  9.230e-04  4.564e-02  0.0007  3.57e-09
 2464    2.464   1043.4    535.4  9.231e-04  4.562e-02  0.0007  3.57e-09
 2465    2.465   1043.1    535.4  9.233e-04  4.560e-02  0.0007  3.56e-09
 2466    2.466   1042.8    535.3  9.235e-04  4.558e-02  0.0007  3.56e-09
 2467    2.467   1042.5    535.2  9.237e-04  4.556e-02  0.0007  3.55e-09
 2468    2.468   1042.2    535.1  9.239e-04  4.554e-02  0.0007  3.55e-09
 2469    2.469   1041.9    535.0  9.240e-04  4.551e-02  0.0007  3.55e-09
 2470    2.470   1041.6    534.9  9.242e-04  4.549e-02  0.0007  3.54e-09
 2471    2.471   1041.3    534.8  9.244e-04  4.547e-02  0.0007  3.54e-09
 2472    2.472   1041.0    534.7  9.246e-04  4.545e-02  0.0007  3.53e-09
 2473    2.473   1040.7    534.7  9.248e-04  4.543e-02  0.0007  3.53e-09
 2474    2.474   1040.4    534.6  9.249e-04  4.541e-02  0.0007  3.53e-09
 2475    2.475   1040.1    534.5  9.251e-04  4.539e-02  0.0007  3.52e-09
 2476    2.476   1039.8    534.4  9.253e-04  4.537e-02  0.0007  3.52e-09
 2477    2.477   1039.5    534.3  9.255e-04  4.535e-02  0.0007  3.51e-09
 2478    2.478   1039.2    534.2  9.257e-04  4.532e-02  0.0007  3.51e-09
 2479    2.479   1038.9    534.1  9.258e-04  4.530e-02  0.0007  3.51e-09
 2480    2.480   1038.6    534.0  9.260e-04  4.528e-02  0.0007  3.50e-09
 2481    2.481   1038.3    534.0  9.262e-04  4.526e-02  0.0007  3.50e-09
 2482    2.482   1038.0    533.9  9.264e-04  4.524e-02  0.0007  3.49e-09
 2483    2.483   1037.7    533.8  9.266e-04  4.522e-02  0.0007  3.49e-09
 2484    2.484   1037.4    533.7  9.267e-04  4.520e-02  0.0007  3.49e-09
 2485    2.485   1037.1    533.6  9.269e-04  4.518e-02  0.0007  3.48e-09
 2486    2.486   1036.8    533.5  9.271e-04  4.516e-02  0.0007  3.48e-09
 2487    2.487   1036.5    533.4  9.273e-04  4.513e-02  0.0007  3.47e-09
 2488    2.488   1036.2    533.4  9.275e-04  4.511e-02  0.0007  3.47e-09
 2489    2.489   1035.9    533.3  9.276e-04  4.509e-02  0.0007  3.47e-09
 2490    2.490   1035.6    533.2  9.278e-04  4.507e-02  0.0007  3.46e-09
 2491    2.491   1035.3    533.1  9.280e-04  4.505e-02  0.0007  3.46e-09
 2492    2.492   1035.0    533.0  9.282e-04  4.503e-02  0.0007  3.46e-09
 2493    2.493   1034.7    532.9  9.283e-04  4.501e-02  0.0007  3.45e-09
 2494    2.494   1034.4    532.8  9.285e-04  4.499e-02  0.0007  3.45e-09
 2495    2.495   1034.1    532.8  9.287e-04  4.497e-02  0.0007  3.44e-09
 2496    2.496   1033.8    532.7  9.289e-04  4.495e-02  0.0007  3.44e-09
 2497    2.497   1033.5    532.6  9.291e-04  4.493e-02  0.0007  3.44e-09
 2498    2.498   1033.2    532.5  9.292e-04  4.491e-02  0.0007  3.43e-09
 2499    2.499   1032.9    532.4  9.294e-04  4.489e-02  0.0007  3.43e-09
 2500    2.500   1032.6    532.3  9.296e-04  4.486e-02  0.0007  3.42e-09
 2501    2.501   1032.3    532.2  9.298e-04  4.484e-02  0.0007  3.42e-09
 2502    2.502   1032.0    532.2  9.300e-04  4.482e-02  0.0007  3.42e-09
 2503    2.503   1031.7    532.1  9.301e-04  4.480e-02  0.0007  3.41e-09
 2504    2.504   1031.5    532.0  9.303e-04  4.478e-02  0.0007  3.41e-09
 2505    2.505   1031.2    531.9  9.305e-04  4.476e-02  0.0007  3.41e-09
 2506    2.506   1030.9    531.8  9.307e-04  4.474e-02  0.0007  3.40e-09
 2507    2.507   1030.6    531.7  9.308e-04  4.472e-02  0.0007  3.40e-09
 2508    2.508   1030.3    531.7  9.310e-04  4.470e-02  0.0007  3.39e-09
 2509    2.509   1030.0    531.6  9.312e-04  4.468e-02  0.0007  3.39e-09
 2510    2.510   1029.7    531.5  9.314e-04  4.466e-02  0.0007  3.39e-09
 2511    2.511   1029.4    531.4  9.316e-04  4.464e-02  0.0007  3.38e-09
 2512    2.512   1029.1    531.3  9.317e-04  4.462e-02  0.0007  3.38e-09
 2513    2.513   1028.8    531.2  9.319e-04  4.460e-02  0.0007  3.38e-09
 2514    2.514   1028.5    531.1  9.321e-04  4.458e-02  0.0007  3.37e-09
 2515    2.515   1028.2    531.1  9.323e-04  4.456e-02  0.0007  3.37e-09
 2516    2.516   1028.0    531.0  9.324e-04  4.454e-02  0.0007  3.36e-09
 2517    2.517   1027.7    530.9  9.326e-04  4.452e-02  0.0007  3.36e-09
 2518    2.518   1027.4    530.8  9.328e-04  4.450e-02  0.0007  3.36e-09
 2519    2.519   1027.1    530.7  9.330e-04  4.448e-02  0.0007  3.35e-09
 2520    2.520   1026.8    530.6  9.331e-04  4.446e-02  0.0007  3.35e-09
 2521    2.521   1026.5    530.6  9.333e-04  4.444e-02  0.0007  3.35e-09
 2522    2.522   1026.2    530.5  9.335e-04  4.442e-02  0.0007  3.34e-09
 2523    2.523   1025.9    530.4  9.337e-04  4.439e-02  0.0007  3.34e-09
 2524    2.524   1025.6    530.3  9.339e-04  4.437e-02  0.0007  3.34e-09
 2525    2.525   1025.4    530.2  9.340e-04  4.435e-02  0.0007  3.33e-09
 2526    2.526   1025.1    530.1  9.342e-04  4.433e-02  0.0007  3.33e-09
 2527    2.527   1024.8    530.1  9.344e-04  4.431e-02  0.0007  3.32e-09
 2528    2.528   1024.5    530.0  9.346e-04  4.429e-02  0.0007  3.32e-09
 2529    2.529   1024.2    529.9  9.347e-04  4.427e-02  0.0007  3.32e-09
 2530    2.530   1023.9    529.8  9.349e-04  4.425e-02  0.0007  3.31e-09
 2531    2.531   1023.6    529.7  9.351e-04  4.423e-02  0.0007  3.31e-09
 2532    2.532   1023.3    529.6  9.353e-04  4.421e-02  0.0007  3.31e-09
 2533    2.533   1023.1    529.6  9.354e-04  4.419e-02  0.0007  3.30e-09
 2534    2.534   1022.8    529.5  9.356e-04  4.417e-02  0.0007  3.30e-09
 2535    2.535   1022.5    529.4  9.358e-04  4.415e-02  0.0007  3.30e-09
 2536    2.536   1022.2    529.3  9.360e-04  4.413e-02  0.0007  3.29e-09
 2537    2.537   1021.9    529.2  9.361e-04  4.411e-02  0.0007  3.29e-09
 2538    2.538   1021.6    529.1  9.363e-04  4.409e-02  0.0007  3.28e-09
 2539    2.539   1021.4    529.1  9.365e-04  4.407e-02  0.0007  3.28e-09
 2540    2.540   1021.1    529.0  9.367e-04  4.405e-02  0.0007  3.28e-09
 2541    2.541   1020.8    528.9  9.369e-04  4.403e-02  0.0007  3.27e-09
 2542    2.542   1020.5    528.8  9.370e-04  4.401e-02  0.0007  3.27e-09
 2543    2.543   1020.2    528.7  9.372e-04  4.399e-02  0.0007  3.27e-09
 2544    2.544   1019.9    528.7  9.374e-04  4.397e-02  0.0007  3.26e-09
 2545    2.545   1019.7    528.6  9.376e-04  4.395e-02  0.0007  3.26e-09
 2546    2.546   1019.4    528.5  9.377e-04  4.393e-02  0.0007  3.26e-09
 2547    2.547   1019.1    528.4  9.379e-04  4.392e-02  0.0007  3.25e-09
 2548    2.548   1018.8    528.3  9.381e-04  4.390e-02  0.0007  3.25e-09
 2549    2.549   1018.5    528.2  9.383e-04  4.388e-02  0.0007  3.25e-09
 2550    2.550   1018.2    528.2  9.384e-04  4.386e-02  0.0007  3.24e-09
 2551    2.551   1018.0    528.1  9.386e-04  4.384e-02  0.0007  3.24e-09
 2552    2.552   1017.7    528.0  9.388e-04  4.382e-02  0.0007  3.24e-09
 2553    2.553   1017.4    527.9  9.390e-04  4.380e-02  0.0007  3.23e-09
 2554    2.554   1017.1    527.8  9.391e-04  4.378e-02  0.0007  3.23e-09
 2555    2.555   1016.8    527.8  9.393e-04  4.376e-02  0.0007  3.23e-09
 2556    2.556   1016.6    527.7  9.395e-04  4.374e-02  0.0007  3.22e-09
 2557    2.557   1016.3    527.6  9.397e-04  4.372e-02  0.0007  3.22e-09
 2558    2.558   1016.0    527.5  9.398e-04  4.370e-02  0.0007  3.22e-09
 2559    2.559   1015.7    527.4  9.400e-04  4.368e-02  0.0007  3.21e-09
 2560    2.560   1015.4    527.4  9.402e-04  4.366e-02  0.0007  3.21e-09
